"bin bottom",azimuth,altitude,"distance (m)",latitude,longitude,"elevation (m amsl)"
80.25,80.222521,9.533287,4851.230486,37.240556,-118.230278,2018.000000
80.375,80.222521,9.533287,4851.230486,37.240556,-118.230278,2018.000000
80.5,80.321473,9.461848,4899.495976,37.240556,-118.229722,2020.000000
80.625,80.586897,9.415072,4844.359470,37.240278,-118.230278,2007.000000
80.75,80.634833,9.414491,4869.013232,37.240278,-118.230000,2011.000000
80.875,80.682284,9.379258,4893.178426,37.240278,-118.229722,2012.000000
81,80.998174,9.319376,4862.703655,37.240000,-118.230000,2002.000000
81.125,80.998174,9.319376,4862.703655,37.240000,-118.230000,2002.000000
81.25,81.089045,9.215458,4910.614233,37.240000,-118.229444,2001.000000
81.375,81.362243,9.200357,4856.276815,37.239722,-118.230000,1991.000000
81.5,81.362243,9.200357,4856.276815,37.239722,-118.230000,1991.000000
81.625,81.727015,9.150632,4851.017171,37.239444,-118.230000,1986.000000
81.75,81.727015,9.150632,4851.017171,37.239444,-118.230000,1986.000000
81.875,81.727015,9.150632,4851.017171,37.239444,-118.230000,1986.000000
82,82.09246,9.077085,4845.635905,37.239167,-118.230000,1979.000000
82.125,82.09246,9.077085,4845.635905,37.239167,-118.230000,1979.000000
82.25,82.09246,9.077085,4845.635905,37.239167,-118.230000,1979.000000
82.375,82.458551,9.003013,4840.455234,37.238889,-118.230000,1972.000000
82.5,82.458551,9.003013,4840.455234,37.238889,-118.230000,1972.000000
82.625,82.458551,9.003013,4840.455234,37.238889,-118.230000,1972.000000
82.75,82.82526,8.916715,4835.320016,37.238611,-118.230000,1964.000000
82.875,82.82526,8.916715,4835.320016,37.238611,-118.230000,1964.000000
83,82.82526,8.916715,4835.320016,37.238611,-118.230000,1964.000000
83.125,83.192558,8.818156,4830.235367,37.238333,-118.230000,1955.000000
83.25,83.192558,8.818156,4830.235367,37.238333,-118.230000,1955.000000
83.375,83.227294,8.808659,4854.889708,37.238333,-118.229722,1958.000000
83.5,83.593299,8.756698,4850.642932,37.238056,-118.229722,1953.000000
83.625,83.593299,8.756698,4850.642932,37.238056,-118.229722,1953.000000
83.75,83.593299,8.756698,4850.642932,37.238056,-118.229722,1953.000000
83.875,83.959827,8.692609,4846.441871,37.237778,-118.229722,1947.000000
84,83.959827,8.692609,4846.441871,37.237778,-118.229722,1947.000000
84.125,83.990531,8.672086,4870.982632,37.237778,-118.229444,1949.000000
84.25,84.355702,8.631091,4867.300630,37.237500,-118.229444,1945.000000
84.375,84.639502,8.650874,4790.097834,37.237222,-118.230278,1935.000000
84.5,84.639502,8.650874,4790.097834,37.237222,-118.230278,1935.000000
84.625,84.639502,8.650874,4790.097834,37.237222,-118.230278,1935.000000
84.75,84.639502,8.650874,4790.097834,37.237222,-118.230278,1935.000000
84.875,84.694335,8.609880,4839.240682,37.237222,-118.229722,1939.000000
85,84.985286,8.605384,4761.876932,37.236944,-118.230556,1927.000000
85.125,84.985286,8.605384,4761.876932,37.236944,-118.230556,1927.000000
85.25,85.062258,8.579613,4836.085750,37.236944,-118.229722,1936.000000
85.375,85.359341,8.490991,4757.834507,37.236667,-118.230556,1917.000000
85.5,85.383337,8.482876,4782.584397,37.236667,-118.230278,1920.000000
85.625,85.453846,8.470678,4856.987437,37.236667,-118.229444,1930.000000
85.75,85.755852,8.380363,4778.919496,37.236389,-118.230278,1911.000000
85.875,85.820674,8.334626,4852.922493,37.236389,-118.229444,1918.000000
86,85.820674,8.334626,4852.922493,37.236389,-118.229444,1918.000000
86.125,86.187843,8.233092,4849.510707,37.236111,-118.229444,1909.000000
86.25,86.187843,8.233092,4849.510707,37.236111,-118.229444,1909.000000
86.375,86.187843,8.233092,4849.510707,37.236111,-118.229444,1909.000000
86.5,86.555323,8.119382,4846.167416,37.235833,-118.229444,1899.000000
86.625,86.555323,8.119382,4846.167416,37.235833,-118.229444,1899.000000
86.75,86.572758,8.078303,4870.532252,37.235833,-118.229167,1899.000000
86.875,86.907359,8.069687,4818.942781,37.235556,-118.229722,1891.000000
87,86.907359,8.069687,4818.942781,37.235556,-118.229722,1891.000000
87.125,87.277267,8.013400,4816.708407,37.235278,-118.229722,1886.000000
87.25,87.277267,8.013400,4816.708407,37.235278,-118.229722,1886.000000
87.375,87.277267,8.013400,4816.708407,37.235278,-118.229722,1886.000000
87.5,87.647399,7.944946,4814.536674,37.235000,-118.229722,1880.000000
87.625,87.647399,7.944946,4814.536674,37.235000,-118.229722,1880.000000
87.75,87.647399,7.944946,4814.536674,37.235000,-118.229722,1880.000000
87.875,88.017724,7.876104,4812.569025,37.234722,-118.229722,1874.000000
88,88.017724,7.876104,4812.569025,37.234722,-118.229722,1874.000000
88.125,88.017724,7.876104,4812.569025,37.234722,-118.229722,1874.000000
88.25,88.388213,7.806882,4810.805709,37.234444,-118.229722,1868.000000
88.375,88.388213,7.806882,4810.805709,37.234444,-118.229722,1868.000000
88.5,88.388213,7.806882,4810.805709,37.234444,-118.229722,1868.000000
88.625,88.758834,7.690067,4808.707312,37.234167,-118.229722,1858.000000
88.75,88.758834,7.690067,4808.707312,37.234167,-118.229722,1858.000000
88.875,88.765054,7.686017,4833.537988,37.234167,-118.229444,1861.000000
89,89.133869,7.604641,4832.058970,37.233889,-118.229444,1854.000000
89.125,89.133869,7.604641,4832.058970,37.233889,-118.229444,1854.000000
89.25,89.133869,7.604641,4832.058970,37.233889,-118.229444,1854.000000
89.375,89.500348,7.561573,4806.346117,37.233611,-118.229722,1847.000000
89.5,89.500348,7.561573,4806.346117,37.233611,-118.229722,1847.000000
89.625,89.500348,7.561573,4806.346117,37.233611,-118.229722,1847.000000
89.75,89.871179,7.490901,4805.405784,37.233333,-118.229722,1841.000000
89.875,89.871179,7.490901,4805.405784,37.233333,-118.229722,1841.000000
90,89.871179,7.490901,4805.405784,37.233333,-118.229722,1841.000000
90.125,90.242018,7.396243,4804.411419,37.233056,-118.229722,1833.000000
90.25,90.242018,7.396243,4804.411419,37.233056,-118.229722,1833.000000
90.375,90.242018,7.396243,4804.411419,37.233056,-118.229722,1833.000000
90.5,90.616191,7.267645,4778.409045,37.232778,-118.230000,1819.000000
90.625,90.616191,7.267645,4778.409045,37.232778,-118.230000,1819.000000
90.75,90.616191,7.267645,4778.409045,37.232778,-118.230000,1819.000000
90.875,90.988881,7.124209,4777.343409,37.232500,-118.230000,1807.000000
91,90.988881,7.124209,4777.343409,37.232500,-118.230000,1807.000000
91.125,90.988881,7.124209,4777.343409,37.232500,-118.230000,1807.000000
91.25,91.36877,6.932946,4751.188016,37.232222,-118.230278,1788.000000
91.375,91.36877,6.932946,4751.188016,37.232222,-118.230278,1788.000000
91.5,91.36877,6.932946,4751.188016,37.232222,-118.230278,1788.000000
91.625,91.733325,6.927299,9772.626749,37.230556,-118.174167,2398.000000
91.75,91.751801,6.851497,9671.731465,37.230556,-118.175278,2373.000000
91.875,91.920402,6.950059,9749.298226,37.230278,-118.174444,2399.000000
92,92.108393,6.961160,9725.828562,37.230000,-118.174722,2398.000000
92.125,92.125176,6.879385,9649.650122,37.230000,-118.175556,2375.000000
92.25,92.297299,6.978099,9702.585557,37.229722,-118.175000,2398.000000
92.375,92.480592,7.000579,9704.388583,37.229444,-118.175000,2402.000000
92.5,92.50029,6.930732,9628.463778,37.229444,-118.175833,2381.000000
92.625,92.670833,7.005753,9681.106150,37.229167,-118.175278,2400.000000
92.75,92.854486,7.022259,9682.986617,37.228889,-118.175278,2403.000000
92.875,92.877126,6.976085,9607.570368,37.228889,-118.176111,2386.000000
93,93.046057,7.045000,9660.283589,37.228611,-118.175556,2404.000000
93.125,93.221607,7.066773,9687.292368,37.228333,-118.175278,2411.000000
93.25,93.25566,7.003537,9586.723440,37.228333,-118.176389,2388.000000
93.375,93.405068,7.077171,9689.344825,37.228056,-118.175278,2413.000000
93.5,93.588458,7.081627,9691.370658,37.227778,-118.175278,2414.000000
93.625,93.742507,7.049494,9767.112028,37.227500,-118.174444,2418.000000
93.75,93.771773,7.080144,9693.369574,37.227500,-118.175278,2414.000000
93.875,93.934521,7.071737,9744.907059,37.227222,-118.174722,2419.000000
94,94.116748,7.052629,9746.717312,37.226944,-118.174722,2416.000000
94.125,94.127429,7.053069,9721.939882,37.226944,-118.175000,2413.000000
94.25,94.321232,7.034233,9699.082622,37.226667,-118.175278,2407.000000
94.375,94.480945,6.985064,9750.015846,37.226389,-118.174722,2405.000000
94.5,94.50421,6.973860,9700.238885,37.226389,-118.175278,2397.000000
94.625,94.662907,6.913287,9751.022005,37.226111,-118.174722,2393.000000
94.75,94.773718,6.878107,9527.473262,37.226111,-118.177222,2360.000000
94.875,94.972917,6.870160,9505.234813,37.225833,-118.177500,2356.000000
95,95.012663,6.851908,9430.629110,37.225833,-118.178333,2344.000000
95.125,95.17304,6.886080,9483.594330,37.225556,-118.177778,2356.000000
95.25,95.37409,6.883957,9461.704814,37.225278,-118.178056,2353.000000
95.375,95.388382,6.859820,9436.488052,37.225278,-118.178333,2346.000000
95.5,95.561289,6.857739,9464.171710,37.225000,-118.178056,2349.000000
95.625,95.748368,6.849487,9467.101487,37.224722,-118.178056,2348.000000
95.75,95.763631,6.849357,9442.384296,37.224722,-118.178333,2345.000000
95.875,95.95107,6.859075,9445.783719,37.224444,-118.178333,2347.000000
96,96.12215,6.832780,9473.259776,37.224167,-118.178056,2346.000000
96.125,96.138379,6.862693,9449.162080,37.224167,-118.178333,2348.000000
96.25,96.342354,6.878194,9428.190755,37.223889,-118.178611,2348.000000
96.375,96.376214,6.835588,9377.965633,37.223889,-118.179167,2335.000000
96.5,96.529877,6.863567,9431.414031,37.223611,-118.178611,2346.000000
96.625,96.735114,6.842666,9409.944757,37.223333,-118.178889,2340.000000
96.75,96.753064,6.836422,9385.153124,37.223333,-118.179167,2336.000000
96.875,96.959801,6.827408,9364.055650,37.223056,-118.179444,2332.000000
97,97.110402,6.722386,9415.123325,37.222778,-118.178889,2321.000000
97.125,97.148342,6.763873,9366.652349,37.222778,-118.179444,2322.000000
97.25,97.356333,6.687539,9344.485310,37.222500,-118.179722,2307.000000
97.375,97.376044,6.674708,9319.611707,37.222500,-118.180000,2302.000000
97.5,97.565244,6.610754,9322.456839,37.222222,-118.180000,2292.000000
97.625,97.733587,6.492984,9348.996313,37.221944,-118.179722,2276.000000
97.75,97.754276,6.516251,9324.838340,37.221944,-118.180000,2277.000000
97.875,97.943137,6.409519,9327.119125,37.221667,-118.180000,2260.000000
98,98.110162,6.310520,9354.236749,37.221389,-118.179722,2247.000000
98.125,98.131824,6.314978,9329.754689,37.221389,-118.180000,2245.000000
98.25,98.342594,6.249116,9308.485165,37.221111,-118.180278,2232.000000
98.375,98.387472,6.171637,9258.015400,37.221111,-118.180833,2214.000000
98.5,98.531404,6.148173,9311.266792,37.220833,-118.180278,2216.000000
98.625,98.74338,6.050981,9289.730455,37.220556,-118.180556,2198.000000
98.75,98.766857,6.054756,9265.285336,37.220556,-118.180833,2196.000000
98.875,98.908457,6.007423,9318.270771,37.220278,-118.180278,2194.000000
99,99.096692,5.961479,9322.363201,37.220000,-118.180278,2187.000000
99.125,99.145464,5.943943,9273.099483,37.220000,-118.180833,2179.000000
99.25,99.309532,5.894390,9301.734008,37.219722,-118.180556,2174.000000
99.375,99.472562,5.826768,9330.141474,37.219444,-118.180278,2166.000000
99.5,99.523262,5.771649,9280.323612,37.219444,-118.180833,2152.000000
99.625,99.660188,5.756350,9334.147845,37.219167,-118.180278,2155.000000
99.75,99.847604,5.679827,9338.166896,37.218889,-118.180278,2143.000000
99.875,99.90022,5.623935,9288.426542,37.218889,-118.180833,2129.000000
100,100.008231,5.594708,9366.562974,37.218611,-118.180000,2132.000000
100.125,100.142507,5.514789,9243.307106,37.218611,-118.181389,2107.000000
100.25,100.276309,5.488509,9297.182116,37.218333,-118.180833,2108.000000
100.375,100.436214,5.458524,9326.681629,37.218056,-118.180556,2106.000000
100.5,100.595093,5.392109,9355.681506,37.217778,-118.180278,2098.000000
100.625,100.651499,5.328590,9306.007784,37.217778,-118.180833,2083.000000
100.75,100.752953,5.319984,9384.670678,37.217500,-118.180000,2089.000000
100.875,100.958132,5.280634,16004.078573,37.205833,-118.107222,2703.000000
101,101.101378,5.316424,15962.384439,37.205556,-118.107778,2709.000000
101.125,101.192978,5.331129,15993.126809,37.205278,-118.107500,2716.000000
101.25,101.301754,5.318367,15998.885575,37.205000,-118.107500,2713.000000
101.375,101.392765,5.300978,16028.861798,37.204722,-118.107222,2711.000000
101.5,101.501216,5.277548,16034.444184,37.204444,-118.107222,2705.000000
101.625,101.627579,5.247966,16015.662528,37.204167,-118.107500,2695.000000
101.75,101.82606,5.217903,16051.828050,37.203611,-118.107222,2690.000000
101.875,101.93417,5.187353,16057.461556,37.203333,-118.107222,2682.000000
102,102.042193,5.163910,16063.340781,37.203056,-118.107222,2676.000000
102.125,102.150128,5.133365,16069.095550,37.202778,-118.107222,2668.000000
102.25,102.257975,5.092174,16074.637866,37.202500,-118.107222,2657.000000
102.375,102.384819,5.033868,16055.624673,37.202222,-118.107500,2639.000000
102.5,102.561643,4.992940,16116.428100,37.201667,-118.106944,2633.000000
102.625,102.668977,4.966010,16122.569006,37.201389,-118.106944,2626.000000
102.75,102.77622,4.932005,16128.592827,37.201111,-118.106944,2617.000000
102.875,102.943476,4.899411,15375.987757,37.202222,-118.115278,2542.000000
103,103.05579,4.934235,15383.830726,37.201944,-118.115278,2552.000000
103.125,103.237592,4.984127,15447.433169,37.201389,-118.114722,2571.000000
103.25,103.370655,5.045161,15431.998131,37.201111,-118.115000,2586.000000
103.375,103.482388,5.064927,15439.725150,37.200833,-118.115000,2592.000000
103.5,103.504008,5.072978,15415.844655,37.200833,-118.115278,2592.000000
103.625,103.637652,5.067477,15398.960031,37.200556,-118.115556,2589.000000
103.75,103.771586,5.043388,15381.707198,37.200278,-118.115833,2581.000000
103.875,103.883492,5.022360,15388.651239,37.200000,-118.115833,2576.000000
104,104.117241,5.019425,10218.233346,37.210833,-118.172222,2114.000000
104.125,104.151342,5.020171,10194.238832,37.210833,-118.172500,2112.000000
104.25,104.285406,5.049125,10226.339084,37.210556,-118.172222,2120.000000
104.375,104.418641,5.044492,10257.959144,37.210278,-118.171944,2122.000000
104.5,104.534339,5.030447,15331.106163,37.198611,-118.116944,2573.000000
104.625,104.64623,5.065026,15339.797634,37.198333,-118.116944,2583.000000
104.75,104.781753,5.070418,15323.897896,37.198056,-118.117222,2583.000000
104.875,104.893576,5.045399,15331.273101,37.197778,-118.117222,2577.000000
105,105.005282,5.027826,15338.888667,37.197500,-118.117222,2573.000000
105.125,105.203948,4.995911,15378.265315,37.196944,-118.116944,2568.000000
105.25,105.31514,4.993199,15386.401947,37.196667,-118.116944,2568.000000
105.375,105.450924,4.983509,15370.564259,37.196389,-118.117222,2564.000000
105.5,105.549221,4.973867,10105.721646,37.208889,-118.174167,2096.000000
105.625,105.673027,4.955740,15386.617371,37.195833,-118.117222,2558.000000
105.75,105.756347,4.953279,10089.952618,37.208611,-118.174444,2091.000000
105.875,105.894645,4.935365,15403.079393,37.195278,-118.117222,2554.000000
106,106.030849,4.929215,15387.698653,37.195000,-118.117500,2551.000000
106.125,106.226151,4.945435,15429.172576,37.194444,-118.117222,2559.000000
106.25,106.362451,4.961451,15414.532813,37.194167,-118.117500,2562.000000
106.375,106.499017,4.958940,15399.536639,37.193889,-118.117778,2560.000000
106.5,106.609329,4.952327,15408.252065,37.193611,-118.117778,2559.000000
106.625,106.719514,4.964212,15417.467307,37.193333,-118.117778,2563.000000
106.75,106.82957,4.953866,15426.207083,37.193056,-118.117778,2561.000000
106.875,106.912602,4.939491,15458.591239,37.192778,-118.117500,2560.000000
107,107.022248,4.921775,15467.255004,37.192500,-118.117500,2556.000000
107.125,107.131766,4.885619,15475.538570,37.192222,-118.117500,2547.000000
107.25,107.268506,4.834890,15459.903289,37.191944,-118.117778,2532.000000
107.375,107.441913,4.803702,14694.759184,37.193611,-118.126111,2458.000000
107.5,107.500277,4.784397,14647.117692,37.193611,-118.126667,2449.000000
107.625,107.704948,4.805048,9619.881065,37.206944,-118.180556,2025.000000
107.75,107.840908,4.811102,9549.268969,37.206944,-118.181389,2020.000000
107.875,107.971491,4.847928,9582.894438,37.206667,-118.181111,2029.000000
108,108.101174,4.884471,9616.573132,37.206389,-118.180833,2038.000000
108.125,108.240127,4.891032,9546.120217,37.206389,-118.181667,2033.000000
108.25,108.369385,4.915595,9579.729777,37.206111,-118.181389,2040.000000
108.375,108.416315,4.909876,9556.159493,37.206111,-118.181667,2037.000000
108.5,108.54483,4.916457,9589.574325,37.205833,-118.181389,2041.000000
108.625,108.719913,4.905379,9599.333935,37.205556,-118.181389,2040.000000
108.75,108.767605,4.899622,9575.811725,37.205556,-118.181667,2037.000000
108.875,108.894633,4.876456,9608.923032,37.205278,-118.181389,2036.000000
109,109.068988,4.835676,9618.431494,37.205000,-118.181389,2030.000000
109.125,109.166112,4.799903,9571.152544,37.205000,-118.181944,2020.000000
109.25,109.291792,4.771052,9604.331752,37.204722,-118.181667,2018.000000
109.375,109.390138,4.734875,9557.122810,37.204722,-118.182222,2008.000000
109.5,109.515203,4.694258,9590.222076,37.204444,-118.181944,2004.000000
109.625,109.664926,4.681138,9520.107726,37.204444,-118.182778,1996.000000
109.75,109.84002,4.633989,9529.946685,37.204167,-118.182778,1989.000000
109.875,109.89079,4.621432,9506.506530,37.204167,-118.183056,1985.000000
110,110.065868,4.592223,9516.711323,37.203889,-118.183056,1981.000000
110.125,110.168901,4.590889,9470.233312,37.203889,-118.183611,1977.000000
110.25,110.344327,4.561533,9480.580659,37.203611,-118.183611,1973.000000
110.375,110.396594,4.548693,9457.217749,37.203611,-118.183889,1969.000000
110.5,110.57199,4.525320,9467.763259,37.203333,-118.183889,1966.000000
110.625,110.678037,4.499324,9421.117156,37.203333,-118.184444,1958.000000
110.75,110.800244,4.494977,9455.178098,37.203056,-118.184167,1960.000000
110.875,110.907549,4.450550,9408.366509,37.203056,-118.184722,1949.000000
111,111.029082,4.446335,9442.507780,37.202778,-118.184444,1951.000000
111.125,111.149737,4.387881,9475.986003,37.202500,-118.184167,1944.000000
111.25,111.258501,4.342970,9429.296121,37.202500,-118.184722,1933.000000
111.375,111.378477,4.314950,9463.252265,37.202222,-118.184444,1931.000000
111.5,111.55255,4.261474,9473.924954,37.201944,-118.184444,1923.000000
111.625,111.663285,4.197688,9427.154038,37.201944,-118.185000,1909.000000
111.75,111.858131,4.182047,15307.497049,37.181944,-118.123889,2345.000000
111.875,111.965395,4.171347,15318.871107,37.181667,-118.123889,2343.000000
112,112.035118,4.191657,15273.424231,37.181667,-118.124444,2345.000000
112.125,112.17764,4.213530,15262.641184,37.181389,-118.124722,2350.000000
112.25,112.284979,4.210211,15274.323400,37.181111,-118.124722,2350.000000
112.375,112.427678,4.205848,15263.176369,37.180833,-118.125000,2348.000000
112.5,112.534819,4.202499,15274.982592,37.180556,-118.125000,2348.000000
112.625,112.641792,4.199141,15286.841900,37.180278,-118.125000,2348.000000
112.75,112.784627,4.179746,15275.629588,37.180000,-118.125278,2342.000000
112.875,112.891397,4.165159,15287.387869,37.179722,-118.125278,2339.000000
113,113.034395,4.138213,15276.194694,37.179444,-118.125556,2331.000000
113.125,113.247349,4.131450,15300.461183,37.178889,-118.125556,2331.000000
113.25,113.353571,4.120591,15312.524875,37.178611,-118.125556,2329.000000
113.375,113.496641,4.115978,15302.086004,37.178333,-118.125833,2327.000000
113.5,113.53377,4.107279,15279.241284,37.178333,-118.126111,2323.000000
113.625,113.639905,4.092649,15291.373340,37.178056,-118.126111,2320.000000
113.75,113.752337,4.055060,15222.717437,37.178056,-118.126944,2305.000000
113.875,113.896506,4.027763,15212.108715,37.177778,-118.127222,2297.000000
114,114.002799,3.998069,15224.135717,37.177500,-118.127222,2290.000000
114.125,114.147108,3.955663,15213.415357,37.177222,-118.127500,2278.000000
114.25,114.262365,3.943602,15145.545271,37.177222,-118.128333,2270.000000
114.375,114.407581,3.912221,15135.219453,37.176944,-118.128611,2261.000000
114.5,114.513969,3.874855,15147.372386,37.176667,-118.128611,2252.000000
114.625,114.659314,3.835834,15137.085802,37.176389,-118.128889,2241.000000
114.75,114.765465,3.802277,15149.443004,37.176111,-118.128889,2233.000000
114.875,114.910935,3.748065,15139.066425,37.175833,-118.129167,2218.000000
115,115.016843,3.703233,15151.358883,37.175556,-118.129167,2207.000000
115.125,115.132486,3.669865,17188.419213,37.167500,-118.108611,2333.000000
115.25,115.260881,3.621964,17178.315946,37.167222,-118.108889,2318.000000
115.375,115.402959,3.571272,17087.985794,37.167222,-118.110000,2297.000000
115.5,115.518077,3.509275,17158.083957,37.166667,-118.109444,2283.000000
115.625,115.727057,3.486029,21777.463968,37.148056,-118.063056,2569.000000
115.75,115.857156,3.509625,21747.054059,37.147778,-118.063611,2576.000000
115.875,115.971847,3.529955,21658.647744,37.147778,-118.064722,2578.000000
116,116.045202,3.535553,21672.401072,37.147500,-118.064722,2581.000000
116.125,116.232146,3.532058,21320.705331,37.148333,-118.068611,2557.000000
116.25,116.261692,3.538578,21298.699388,37.148333,-118.068889,2558.000000
116.375,116.395493,3.525058,21267.847918,37.148056,-118.069444,2551.000000
116.5,116.589681,3.543403,21193.672234,37.147778,-118.070556,2553.000000
116.625,116.724616,3.559490,21163.817492,37.147500,-118.071111,2557.000000
116.75,116.859936,3.564780,21133.819814,37.147222,-118.071667,2557.000000
116.875,116.995641,3.580901,21104.201299,37.146944,-118.072222,2561.000000
117,117.026289,3.582087,21082.213248,37.146944,-118.072500,2560.000000
117.125,117.222042,3.581166,20673.674889,37.148056,-118.076944,2533.000000
117.25,117.373967,3.609176,20702.809097,37.147500,-118.076944,2545.000000
117.375,117.474468,3.648726,20834.392901,37.146667,-118.075833,2568.000000
117.5,117.537636,3.656734,20790.746043,37.146667,-118.076389,2568.000000
117.625,117.652915,3.644837,20644.664529,37.146944,-118.078056,2554.000000
117.75,117.760831,3.629583,20636.848470,37.146667,-118.078333,2548.000000
117.875,117.87855,3.614574,20490.866344,37.146944,-118.080000,2533.000000
118,118.019987,3.569630,20460.693950,37.146667,-118.080556,2515.000000
118.125,118.139614,3.521359,20510.585697,37.146111,-118.080278,2501.000000
118.25,118.268843,3.504675,20619.520567,37.145278,-118.079444,2502.000000
118.375,118.452511,3.492216,20626.964921,37.144722,-118.079722,2498.000000
118.5,118.518373,3.502677,20583.769608,37.144722,-118.080278,2499.000000
118.625,118.702263,3.504031,20591.820184,37.144167,-118.080556,2500.000000
118.75,118.84414,3.509072,20563.551385,37.143889,-118.081111,2500.000000
118.875,118.886009,3.502570,20600.017428,37.143611,-118.080833,2500.000000
119,119.028081,3.485342,20571.399339,37.143333,-118.081389,2492.000000
119.125,119.136826,3.458687,20564.274341,37.143056,-118.081667,2482.000000
119.25,119.25305,3.421878,20615.269245,37.142500,-118.081389,2472.000000
119.375,119.395504,3.379494,20586.426174,37.142222,-118.081944,2455.000000
119.5,119.504271,3.338885,20579.261120,37.141944,-118.082222,2440.000000
119.625,119.6473,3.293490,20550.603456,37.141667,-118.082778,2422.000000
119.75,119.756322,3.244399,20543.452226,37.141389,-118.083056,2404.000000
119.875,119.899923,3.190391,20514.870432,37.141111,-118.083611,2383.000000
120,120.003902,3.164519,20450.123810,37.141111,-118.084444,2370.000000
120.125,120.148477,3.140926,20422.423271,37.140833,-118.085000,2360.000000
120.25,120.258311,3.130646,20416.460922,37.140556,-118.085278,2356.000000
120.375,120.407631,3.094847,20447.040000,37.140000,-118.085278,2345.000000
120.5,120.517398,3.050955,20440.578942,37.139722,-118.085556,2329.000000
120.625,120.627226,3.009823,20434.260015,37.139444,-118.085833,2314.000000
120.75,120.772712,2.969095,20406.812710,37.139167,-118.086389,2298.000000
120.875,120.88278,2.955888,20401.231438,37.138889,-118.086667,2293.000000
121,121.028826,2.957107,20374.841089,37.138611,-118.087222,2292.000000
121.125,121.139131,2.943848,20369.435184,37.138333,-118.087500,2287.000000
121.25,121.287398,2.922148,20401.135317,37.137778,-118.087500,2281.000000
121.375,121.397621,2.889235,20395.533675,37.137500,-118.087778,2269.000000
121.5,121.507897,2.847874,20389.855742,37.137222,-118.088056,2254.000000
121.625,121.65481,2.803912,20363.194169,37.136944,-118.088611,2237.000000
121.75,121.792998,2.779952,18121.994014,37.147222,-118.110278,2114.000000
121.875,121.875797,2.771017,18138.184503,37.146944,-118.110278,2112.000000
122,122.041451,2.762471,18112.543371,37.146667,-118.110833,2108.000000
122.125,122.165771,2.750543,18107.895255,37.146389,-118.111111,2104.000000
122.25,122.290151,2.729112,18103.181836,37.146111,-118.111389,2097.000000
122.375,122.414591,2.720305,18098.755848,37.145833,-118.111667,2094.000000
122.5,122.539089,2.711479,18094.415312,37.145556,-118.111944,2091.000000
122.625,122.749709,2.723913,26410.313046,37.104444,-118.033889,2515.000000
122.75,122.864335,2.800377,26387.440231,37.104167,-118.034444,2549.000000
122.875,122.976627,2.837696,26422.057658,37.103611,-118.034444,2568.000000
123,123.118015,2.864324,26435.836866,37.103056,-118.034722,2581.000000
123.125,123.229784,2.882011,26470.212836,37.102500,-118.034722,2591.000000
123.25,123.285561,2.880033,26487.168448,37.102222,-118.034722,2591.000000
123.375,123.445333,2.890702,26655.207775,37.100833,-118.033611,2605.000000
123.5,123.624633,2.888013,26919.149708,37.098889,-118.031667,2618.000000
123.625,123.733755,2.909541,26954.093215,37.098333,-118.031667,2630.000000
123.75,123.788212,2.911795,26971.383752,37.098056,-118.031667,2632.000000
123.875,123.995957,2.896811,27156.744294,37.096389,-118.030556,2635.000000
124,124.123126,2.930164,27288.459191,37.095278,-118.029722,2658.000000
124.125,124.24048,2.958501,27207.481175,37.095278,-118.030833,2667.000000
124.25,124.269928,2.962979,27187.185840,37.095278,-118.031111,2668.000000
124.375,124.477307,2.973333,27044.763625,37.095278,-118.033056,2665.000000
124.5,124.614683,3.003304,27060.380806,37.094722,-118.033333,2680.000000
124.625,124.644573,3.007828,27040.178056,37.094722,-118.033611,2681.000000
124.75,124.841973,3.006626,27014.600474,37.094167,-118.034444,2679.000000
124.875,124.986131,3.045675,26972.630017,37.093889,-118.035278,2695.000000
125,125.016399,3.050234,26952.519956,37.093889,-118.035556,2696.000000
125.125,125.130746,3.035970,26929.523905,37.093611,-118.036111,2688.000000
125.25,125.275821,2.998552,26885.855434,37.093333,-118.036944,2668.000000
125.375,125.48288,3.002022,26803.207563,37.093056,-118.038333,2665.000000
125.5,125.616838,3.042370,26452.909037,37.094444,-118.041944,2664.000000
125.625,125.725249,3.066021,26489.688347,37.093889,-118.041944,2677.000000
125.75,125.756629,3.064170,26469.590865,37.093889,-118.042222,2675.000000
125.875,125.905226,3.028216,26426.714230,37.093611,-118.043056,2656.000000
126,126.114474,3.039824,26190.772190,37.094167,-118.045833,2648.000000
126.125,126.245529,3.067630,26266.330174,37.093333,-118.045556,2665.000000
126.25,126.267712,3.069409,26304.626152,37.093056,-118.045278,2668.000000
126.375,126.46953,3.071494,25972.603786,37.094167,-118.048889,2650.000000
126.5,126.611364,3.104564,25990.531641,37.093611,-118.049167,2666.000000
126.625,126.644025,3.102676,25970.658632,37.093611,-118.049444,2664.000000
126.75,126.753012,3.086983,26007.290767,37.093056,-118.049444,2659.000000
126.875,126.979847,3.080864,26177.980152,37.091389,-118.048611,2666.000000
127,127.066431,3.091921,26177.212840,37.091111,-118.048889,2671.000000
127.125,127.153021,3.085490,26176.043647,37.090833,-118.049167,2668.000000
127.25,127.260427,3.063341,26212.941594,37.090278,-118.049167,2660.000000
127.375,127.379843,3.035314,26191.712578,37.090000,-118.049722,2646.000000
127.5,127.611796,3.019384,26054.126858,37.090000,-118.051667,2631.000000
