"bin bottom",azimuth,altitude,"distance (m)",latitude,longitude,"elevation (m amsl)"
270.375,270.469263,7.290097,13942.044196,37.234167,-118.439167,2995.000000
270.5,270.596144,7.289153,13967.119433,37.234444,-118.439444,2998.000000
270.625,270.723688,7.260515,13966.520921,37.234722,-118.439444,2991.000000
270.75,270.849882,7.239247,13991.089601,37.235000,-118.439722,2989.000000
270.875,270.974061,7.229474,14040.948714,37.235278,-118.440278,2993.000000
271,271.10269,7.225863,14016.486170,37.235556,-118.440000,2989.000000
271.125,271.22975,7.201236,14016.292759,37.235833,-118.440000,2983.000000
271.25,271.356798,7.172518,14016.042865,37.236111,-118.440000,2976.000000
271.375,271.483834,7.131598,14015.485530,37.236389,-118.440000,2966.000000
271.5,271.608174,7.114472,14040.590102,37.236667,-118.440278,2965.000000
271.625,271.734957,7.105941,14041.180394,37.236944,-118.440278,2963.000000
271.75,271.864855,7.114065,14017.511788,37.237222,-118.440000,2962.000000
271.875,271.988473,7.121157,14043.570517,37.237500,-118.440278,2967.000000
272,272.115204,7.120616,14044.615343,37.237778,-118.440278,2967.000000
272.125,272.238125,7.119535,14070.551760,37.238056,-118.440556,2970.000000
272.25,272.364592,7.122967,14071.855640,37.238333,-118.440556,2971.000000
272.375,272.486815,7.109721,14097.542913,37.238611,-118.440833,2971.000000
272.5,272.608586,7.100516,14123.419268,37.238889,-118.441111,2972.000000
272.625,272.739189,7.096244,14099.854183,37.239167,-118.440833,2968.000000
272.75,272.865338,7.099533,14101.424893,37.239444,-118.440833,2969.000000
272.875,272.996571,7.083064,14077.626141,37.239722,-118.440556,2962.000000
273,273.001699,7.055180,14051.941369,37.239722,-118.440278,2952.000000
273.125,273.128238,7.013912,14052.282206,37.240000,-118.440278,2942.000000
273.25,273.254746,6.980705,14052.944778,37.240278,-118.440278,2934.000000
273.375,273.404614,6.956373,13954.726229,37.240556,-118.439167,2916.000000
273.5,273.531955,6.935085,13955.913016,37.240833,-118.439167,2911.000000
273.625,273.728388,6.927730,14182.708490,37.241389,-118.441667,2937.000000
273.75,273.860219,6.930909,14160.016548,37.241667,-118.441389,2935.000000
273.875,273.931866,6.944531,14360.826823,37.241944,-118.443611,2963.000000
274,274.055531,6.955381,14363.276108,37.242222,-118.443611,2966.000000
274.125,274.221925,6.939463,14216.267257,37.242500,-118.441944,2944.000000
274.25,274.339395,6.938190,14243.275413,37.242778,-118.442222,2947.000000
274.375,274.464014,6.933056,14245.450642,37.243056,-118.442222,2946.000000
274.5,274.59643,6.924029,14222.805457,37.243333,-118.441944,2941.000000
274.625,274.729262,6.914936,14200.235917,37.243611,-118.441667,2936.000000
274.75,274.854185,6.905682,14202.497270,37.243889,-118.441667,2934.000000
274.875,274.979062,6.892395,14204.703417,37.244167,-118.441667,2931.000000
275,275.004782,6.888574,14130.331498,37.244167,-118.440833,2921.000000
275.125,275.139116,6.891340,14108.362181,37.244444,-118.440556,2919.000000
275.25,275.264767,6.881921,14110.843235,37.244722,-118.440556,2917.000000
275.375,275.381081,6.856357,14137.640056,37.245000,-118.440833,2914.000000
275.5,275.506414,6.834834,14139.887672,37.245278,-118.440833,2909.000000
275.625,275.631695,6.805241,14141.962756,37.245556,-118.440833,2902.000000
275.75,275.756922,6.791709,14144.588827,37.245833,-118.440833,2899.000000
275.875,275.986577,6.780939,14199.940368,37.246389,-118.441389,2903.000000
276,276.111208,6.771381,14202.876092,37.246667,-118.441389,2901.000000
276.125,276.246513,6.773643,14181.540464,37.246944,-118.441111,2899.000000
276.25,276.371243,6.792077,14185.455149,37.247222,-118.441111,2904.000000
276.375,276.495914,6.810469,14189.437543,37.247500,-118.441111,2909.000000
276.5,276.620524,6.808780,14192.883765,37.247778,-118.441111,2909.000000
276.625,276.733487,6.811178,14221.190361,37.248056,-118.441389,2913.000000
276.75,276.857759,6.817429,14225.003869,37.248333,-118.441389,2915.000000
276.875,276.969999,6.807776,14253.062171,37.248611,-118.441667,2916.000000
277,277.10611,6.801848,14231.984089,37.248889,-118.441389,2912.000000
277.125,277.230187,6.800009,14235.753948,37.249167,-118.441389,2912.000000
277.25,277.354197,6.798139,14239.589596,37.249444,-118.441389,2912.000000
277.375,277.490995,6.788081,14218.616180,37.249722,-118.441111,2907.000000
277.5,277.615078,6.774146,14222.229969,37.250000,-118.441111,2904.000000
277.625,277.62819,6.761928,14197.243872,37.250000,-118.440833,2898.000000
277.75,277.752413,6.759961,14201.290992,37.250278,-118.440833,2898.000000
277.875,277.986896,6.772158,14234.666667,37.250833,-118.441111,2905.000000
278,278.000641,6.779952,14210.301874,37.250833,-118.440833,2904.000000
278.125,278.138646,6.761643,14189.469758,37.251111,-118.440556,2897.000000
278.25,278.262783,6.739504,14193.189365,37.251389,-118.440556,2892.000000
278.375,278.386843,6.709330,14196.738862,37.251667,-118.440556,2885.000000
278.5,278.510825,6.671126,14200.121328,37.251944,-118.440556,2876.000000
278.625,278.634727,6.636916,14203.693215,37.252222,-118.440556,2868.000000
278.75,278.758549,6.606696,14207.452693,37.252500,-118.440556,2861.000000
278.875,278.897601,6.579895,14186.850025,37.252778,-118.440278,2852.000000
279,279.021468,6.561620,14191.104598,37.253056,-118.440278,2848.000000
279.125,279.14525,6.531297,14195.078344,37.253333,-118.440278,2841.000000
279.25,279.284938,6.512285,14174.945741,37.253611,-118.440000,2834.000000
279.375,279.408757,6.530042,14180.449277,37.253889,-118.440000,2839.000000
279.5,279.532488,6.547755,14186.019486,37.254167,-118.440000,2844.000000
279.625,279.672801,6.552748,14166.812845,37.254444,-118.439722,2843.000000
279.75,279.796561,6.546311,14171.826611,37.254722,-118.439722,2842.000000
279.875,279.937373,6.523083,14151.967306,37.255000,-118.439444,2834.000000
280,280.082026,6.598988,12698.489316,37.253056,-118.423333,2683.000000
280.125,280.239658,6.662781,12681.149747,37.253333,-118.423056,2695.000000
280.25,280.31795,6.710597,12761.217537,37.253611,-118.423889,2715.000000
280.375,280.4551,6.801226,12769.202280,37.253889,-118.423889,2736.000000
280.5,280.592129,6.873898,12776.804330,37.254167,-118.423889,2753.000000
280.625,280.729037,6.915307,12783.641350,37.254444,-118.423889,2763.000000
280.75,280.845052,6.992139,12815.947256,37.254722,-118.424167,2784.000000
280.875,280.981462,7.042151,12823.184624,37.255000,-118.424167,2796.000000
281,281.117747,7.056620,12829.503314,37.255278,-118.424167,2800.000000
281.125,281.139018,7.056786,12805.121233,37.255278,-118.423889,2797.000000
281.25,281.368253,7.094022,12866.969018,37.255833,-118.424444,2813.000000
281.375,281.389938,7.089821,12842.482510,37.255833,-118.424167,2809.000000
281.5,281.503909,7.099471,12873.242047,37.256111,-118.424444,2815.000000
281.625,281.639435,7.060736,12878.334688,37.256389,-118.424444,2807.000000
281.75,281.842602,7.031511,12963.067746,37.256944,-118.425278,2811.000000
281.875,281.977005,7.063112,12970.334613,37.257222,-118.425278,2819.000000
282,282.088467,7.072587,13001.348392,37.257500,-118.425556,2825.000000
282.125,282.199404,7.077627,13032.285501,37.257778,-118.425833,2830.000000
282.25,282.309818,7.060858,13062.645539,37.258056,-118.426111,2830.000000
282.375,282.442972,7.026819,13068.288026,37.258333,-118.426111,2823.000000
282.5,282.552496,6.975429,13097.766955,37.258611,-118.426389,2815.000000
282.625,282.661504,6.950234,13128.039037,37.258889,-118.426667,2813.000000
282.75,282.756598,6.884337,13029.233654,37.258889,-118.425556,2786.000000
282.875,282.88981,6.832709,13034.649299,37.259167,-118.425556,2775.000000
283,283.022883,6.759275,13039.546089,37.259444,-118.425556,2759.000000
283.125,283.131206,6.677774,13068.497649,37.259722,-118.425833,2744.000000
283.25,283.2886,6.599384,13049.260795,37.260000,-118.425556,2724.000000
283.375,283.388887,6.521493,12950.562830,37.260000,-118.424444,2695.000000
283.5,283.503232,6.441778,13107.676430,37.260556,-118.426111,2695.000000
283.625,283.635124,6.373085,13113.118562,37.260833,-118.426111,2680.000000
283.75,283.76687,6.308755,13118.759779,37.261111,-118.426111,2666.000000
283.875,283.898469,6.235770,13124.264767,37.261389,-118.426111,2650.000000
284,284.029919,6.162813,13129.859337,37.261667,-118.426111,2634.000000
284.125,284.134975,6.086331,13031.709890,37.261667,-118.425000,2606.000000
284.25,284.267184,6.021603,13037.685044,37.261944,-118.425000,2592.000000
284.375,284.399238,5.952533,13043.639740,37.262222,-118.425000,2577.000000
284.5,284.504046,5.911816,13074.364732,37.262500,-118.425278,2571.000000
284.625,284.635564,5.842934,13080.472012,37.262778,-118.425278,2556.000000
284.75,284.766925,5.769731,13086.563812,37.263056,-118.425278,2540.000000
284.875,284.898128,5.687859,13092.542782,37.263333,-118.425278,2522.000000
285,285.007457,5.615064,12636.026180,37.262500,-118.420278,2460.000000
285.125,285.143144,5.552843,12642.676406,37.262778,-118.420278,2447.000000
285.25,285.272303,5.520609,12418.694156,37.262500,-118.417778,2418.000000
285.375,285.380039,5.506247,12450.432383,37.262778,-118.418056,2418.000000
285.5,285.517476,5.484269,12458.175972,37.263056,-118.418056,2414.000000
285.625,285.654731,5.453138,12465.798490,37.263333,-118.418056,2408.000000
285.75,285.761067,5.411552,12497.115496,37.263611,-118.418333,2402.000000
285.875,285.879871,5.361653,12632.041053,37.264167,-118.419722,2404.000000
286,286.014971,5.308379,12639.391031,37.264444,-118.419722,2393.000000
286.125,286.149888,5.268670,12647.102068,37.264722,-118.419722,2385.000000
286.25,286.284623,5.233487,12654.981589,37.265000,-118.419722,2378.000000
286.375,286.419174,5.184803,12662.658212,37.265278,-118.419722,2368.000000
286.5,286.55354,5.154161,12670.779136,37.265556,-118.419722,2362.000000
286.625,286.740201,5.133581,12424.290614,37.265278,-118.416944,2335.000000
286.75,286.772981,5.115916,12400.230451,37.265278,-118.416667,2329.000000
286.875,286.876902,5.102317,12432.584215,37.265556,-118.416944,2329.000000
287,287.046659,5.057884,12417.019634,37.265833,-118.416667,2318.000000
287.125,287.1832,5.008215,12425.122415,37.266111,-118.416667,2308.000000
287.25,287.255482,4.992584,12688.656862,37.266944,-118.419444,2328.000000
287.375,287.38894,4.957462,12697.141138,37.267222,-118.419444,2321.000000
287.5,287.522204,4.917867,12705.610824,37.267500,-118.419444,2313.000000
287.625,287.655273,4.873809,12714.067835,37.267778,-118.419444,2304.000000
287.75,287.754333,4.838630,12746.339495,37.268056,-118.419722,2299.000000
287.875,287.886791,4.776816,12754.587226,37.268333,-118.419722,2286.000000
288,288.019052,4.715056,12762.917338,37.268611,-118.419722,2273.000000
288.125,288.151116,4.671235,12771.662186,37.268889,-118.419722,2264.000000
288.25,288.254914,4.625661,12700.304530,37.268889,-118.418889,2248.000000
288.375,288.387432,4.563668,12708.859046,37.269167,-118.418889,2235.000000
288.5,288.511126,4.500356,12821.083865,37.269722,-118.420000,2230.000000
288.625,288.642178,4.456791,12830.115462,37.270000,-118.420000,2221.000000
288.75,288.773029,4.386570,12838.749596,37.270278,-118.420000,2206.000000
288.875,288.885246,4.372066,16894.408430,37.282222,-118.463056,2520.000000
289,289.119754,4.393914,35081.473331,37.335833,-118.656111,3983.000000
289.125,289.249911,4.464846,35138.605479,37.336667,-118.656389,4031.000000
289.25,289.345249,4.556317,35163.550356,37.337222,-118.656389,4089.000000
289.375,289.47479,4.612189,35220.346259,37.338056,-118.656667,4128.000000
289.5,289.590625,4.620944,35298.180647,37.338889,-118.657222,4140.000000
289.625,289.638005,4.613059,35308.041305,37.339167,-118.657222,4136.000000
289.75,289.75948,4.572947,35279.958273,37.339722,-118.656667,4109.000000
289.875,289.901451,4.550906,35309.967207,37.340556,-118.656667,4098.000000
290,290.043171,4.536950,35340.616933,37.341389,-118.656667,4092.000000
290.125,290.137511,4.501809,35359.829090,37.341944,-118.656667,4072.000000
290.25,290.312122,4.486565,35424.612369,37.343056,-118.656944,4068.000000
290.375,290.392304,4.459692,35467.732895,37.343611,-118.657222,4055.000000
290.5,290.532935,4.397518,35496.670130,37.344444,-118.657222,4019.000000
290.625,290.626548,4.372189,35516.914845,37.345000,-118.657222,4005.000000
290.75,290.864782,4.331753,16390.904656,37.285556,-118.455556,2469.000000
290.875,290.895445,4.327551,16367.701167,37.285556,-118.455278,2466.000000
291,291.027465,4.302887,16355.069881,37.285833,-118.455000,2458.000000
291.125,291.128598,4.271977,16365.459222,37.286111,-118.455000,2450.000000
291.25,291.26807,4.257224,16433.515392,37.286667,-118.455556,2451.000000
291.375,291.399818,4.242977,16421.365701,37.286944,-118.455278,2446.000000
291.5,291.500281,4.226088,16432.254071,37.287222,-118.455278,2442.000000
291.625,291.632199,4.173501,16419.428917,37.287500,-118.455000,2426.000000
291.75,291.764305,4.113844,16406.556206,37.287778,-118.454722,2408.000000
291.875,291.900752,4.068452,16474.395231,37.288333,-118.455278,2400.000000
292,292.000523,4.041270,16485.329181,37.288611,-118.455278,2393.000000
292.125,292.199646,4.025057,16508.151789,37.289167,-118.455278,2390.000000
292.25,292.365777,4.030763,16554.494797,37.289722,-118.455556,2395.000000
292.375,292.49728,4.030090,16543.374364,37.290000,-118.455278,2394.000000
292.5,292.56355,4.007646,16577.535837,37.290278,-118.455556,2390.000000
292.625,292.628958,3.974085,16531.186036,37.290278,-118.455000,2377.000000
292.75,292.760812,3.914517,16519.030084,37.290556,-118.454722,2359.000000
292.875,292.989358,3.926844,16681.031633,37.291667,-118.456111,2374.000000
293,293.120251,3.956861,16670.964108,37.291944,-118.455833,2382.000000
293.125,293.217968,3.967607,16683.301510,37.292222,-118.455833,2386.000000
293.25,293.251311,3.976603,16660.772459,37.292222,-118.455556,2387.000000
293.375,293.382538,3.979186,16650.310039,37.292500,-118.455278,2387.000000
293.5,293.513929,3.954275,16639.361976,37.292778,-118.455000,2379.000000
293.625,293.645484,3.877751,16627.447165,37.293056,-118.454722,2356.000000
293.75,293.777202,3.818297,16615.993936,37.293333,-118.454444,2338.000000
293.875,293.909083,3.772512,16604.918728,37.293611,-118.454167,2324.000000
294,294.00658,3.752386,16617.021794,37.293889,-118.454167,2319.000000
294.125,294.243098,3.742894,16539.192338,37.294167,-118.453056,2311.000000
294.25,294.278128,3.741235,16516.627586,37.294167,-118.452778,2309.000000
294.375,294.37586,3.727900,16529.050066,37.294444,-118.452778,2306.000000
294.5,294.508779,3.705946,16518.863416,37.294722,-118.452500,2299.000000
294.625,294.641855,3.663166,16508.369237,37.295000,-118.452222,2286.000000
294.75,294.775086,3.623776,16498.038856,37.295278,-118.451944,2274.000000
294.875,294.908471,3.594721,16488.000453,37.295556,-118.451667,2265.000000
295,295.005864,3.574474,16500.611290,37.295833,-118.451667,2260.000000
295.125,295.139352,3.552293,16490.863102,37.296111,-118.451389,2253.000000
295.25,295.322079,3.535434,16378.792830,37.296111,-118.450000,2241.000000
295.375,295.478746,3.590410,43996.838062,37.402500,-118.730833,4098.000000
295.5,295.614548,3.652980,44213.259740,37.404167,-118.732500,4161.000000
295.625,295.628233,3.656281,44191.144236,37.404167,-118.732222,4162.000000
295.75,295.776438,3.639127,44381.284294,37.405833,-118.733611,4162.000000
295.875,295.881219,3.598850,44281.178168,37.406111,-118.732222,4124.000000
296,296.008687,3.546194,44216.243257,37.406667,-118.731111,4079.000000
296.125,296.144676,3.516807,44210.666121,37.407500,-118.730556,4056.000000
296.25,296.365831,3.492605,42946.951021,37.403889,-118.716944,3953.000000
296.375,296.49261,3.513226,43104.712498,37.405278,-118.718056,3979.000000
296.5,296.566264,3.524046,43132.629538,37.405833,-118.718056,3989.000000
296.625,296.723623,3.521413,43935.146577,37.410000,-118.725556,4041.000000
296.75,296.874855,3.570972,43775.017362,37.410278,-118.723333,4068.000000
296.875,296.903791,3.586664,43731.743059,37.410278,-118.722778,4077.000000
297,297.005188,3.529276,43712.442009,37.410833,-118.722222,4032.000000
297.125,297.149717,3.512607,43767.362257,37.411944,-118.722222,4023.000000
297.25,297.251113,3.495713,43750.525995,37.412500,-118.721667,4009.000000
297.375,297.496586,3.492165,43790.969100,37.414167,-118.721111,4009.000000
297.5,297.562102,3.511736,43762.299696,37.414444,-118.720556,4022.000000
297.625,297.663656,3.522233,43747.440444,37.415000,-118.720000,4029.000000
297.75,297.750375,3.482453,43751.998961,37.415556,-118.719722,3999.000000
297.875,297.893801,3.440937,43807.090255,37.416667,-118.719722,3971.000000
298,298.001125,3.433323,43849.791289,37.417500,-118.719722,3968.000000
298.125,298.185709,3.436738,41998.913434,37.410833,-118.700556,3849.000000
298.25,298.275939,3.417037,42005.188354,37.411389,-118.700278,3835.000000
298.375,298.498729,3.410642,42092.342568,37.413056,-118.700278,3836.000000
298.5,298.551671,3.423494,42085.890335,37.413333,-118.700000,3845.000000
298.625,298.710604,3.494669,42068.364879,37.414167,-118.699167,3896.000000
298.75,298.816647,3.528544,42056.219715,37.414722,-118.698611,3920.000000
298.875,298.901905,3.549458,42007.114185,37.415000,-118.697778,3932.000000
299,299.00817,3.523478,41992.258084,37.415556,-118.697222,3912.000000
299.125,299.19702,3.524962,42125.046503,37.417222,-118.697778,3922.000000
299.25,299.323532,3.516047,42148.017236,37.418056,-118.697500,3917.000000
299.375,299.376542,3.507142,42141.063665,37.418333,-118.697222,3910.000000
299.5,299.515388,3.486408,42084.094938,37.418889,-118.696111,3891.000000
299.625,299.674791,3.475893,42064.548269,37.419722,-118.695278,3882.000000
299.75,299.764594,3.472369,42073.327179,37.420278,-118.695000,3880.000000
299.875,299.887549,3.433253,42037.605061,37.420833,-118.694167,3849.000000
300,300.010701,3.374995,42001.185422,37.421389,-118.693333,3804.000000
300.125,300.223948,3.323972,41974.831176,37.422500,-118.692222,3765.000000
300.25,300.313804,3.325864,41984.505092,37.423056,-118.691944,3767.000000
300.375,300.384041,3.324130,41957.270742,37.423333,-118.691389,3764.000000
300.5,300.597704,3.341113,41935.159750,37.424444,-118.690278,3775.000000
300.625,300.631765,3.366661,41893.828947,37.424444,-118.689722,3791.000000
300.75,300.79234,3.387243,41878.080453,37.425278,-118.688889,3805.000000
300.875,300.88026,3.387381,41830.151827,37.425556,-118.688056,3802.000000
301,301.004793,3.351912,41796.436442,37.426111,-118.687222,3774.000000
301.125,301.129517,3.293091,41761.852586,37.426667,-118.686389,3729.000000
301.25,301.25293,3.254203,41670.253600,37.426944,-118.685000,3695.000000
301.375,301.379533,3.197054,41694.401322,37.427778,-118.684722,3655.000000
301.5,301.505973,3.120761,41717.943957,37.428611,-118.684444,3601.000000
301.625,301.632249,3.069202,41742.831814,37.429444,-118.684167,3565.000000
301.75,301.757564,3.015478,41709.696455,37.430000,-118.683333,3524.000000
301.875,301.883685,2.959828,41734.883437,37.430833,-118.683056,3485.000000
302,302.120831,2.981327,42452.207905,37.435556,-118.688889,3542.000000
302.125,302.244507,2.992605,42480.820987,37.436389,-118.688611,3552.000000
302.25,302.332746,3.006483,42493.326080,37.436944,-118.688333,3563.000000
302.375,302.473863,3.030109,42501.979960,37.437778,-118.687778,3581.000000
302.5,302.614927,3.065814,42511.435072,37.438611,-118.687222,3608.000000
302.625,302.703003,3.076937,42524.256620,37.439167,-118.686944,3617.000000
302.75,302.755938,3.074580,42519.963663,37.439444,-118.686667,3615.000000
302.875,302.896127,3.066587,42586.169509,37.440556,-118.686667,3613.000000
303,303.052827,3.078408,42690.962317,37.441944,-118.686944,3628.000000
303.125,303.157241,3.074406,42741.084262,37.442778,-118.686944,3628.000000
303.25,303.279387,3.070703,42770.703520,37.443611,-118.686667,3627.000000
303.375,303.383338,3.046656,42820.239026,37.444444,-118.686667,3612.000000
303.5,303.524779,3.009026,42769.973233,37.445000,-118.685556,3581.000000
303.625,303.63019,2.982834,42761.621163,37.445556,-118.685000,3561.000000
303.75,303.80662,2.998621,42731.242679,37.446389,-118.683889,3571.000000
303.875,303.946631,3.004509,42741.821109,37.447222,-118.683333,3576.000000
304,304.07056,3.034737,42716.059406,37.447778,-118.682500,3597.000000
304.125,304.244899,3.074010,42745.883062,37.448889,-118.681944,3628.000000
304.25,304.263369,3.072955,42725.414127,37.448889,-118.681667,3626.000000
304.375,304.38476,3.026304,42754.887884,37.449722,-118.681389,3593.000000
304.5,304.508924,2.976160,42726.314455,37.450278,-118.680556,3554.000000
304.625,304.742757,2.928490,43561.091890,37.455833,-118.687222,3566.000000
304.75,304.873094,2.933331,43689.511891,37.457222,-118.687778,3577.000000
304.875,304.939702,2.945098,43725.173998,37.457778,-118.687778,3588.000000
305,305.009744,2.950738,43702.540136,37.458056,-118.687222,3591.000000
305.125,305.127861,2.950899,43735.260853,37.458889,-118.686944,3593.000000
305.25,305.268183,2.918951,43688.510190,37.459444,-118.685833,3566.000000
305.375,305.423315,2.894598,43680.299047,37.460278,-118.685000,3547.000000
305.5,305.508116,2.875123,43694.974741,37.460833,-118.684722,3533.000000
305.625,305.630233,2.842864,43669.039771,37.461389,-118.683889,3507.000000
305.75,305.870218,2.868542,43891.778816,37.463889,-118.684722,3539.000000
305.875,305.968409,2.894544,43946.964527,37.464722,-118.684722,3562.000000
306,306.038616,2.898757,43925.235917,37.465000,-118.684167,3564.000000
306.125,306.160383,2.901801,43901.684904,37.465556,-118.683333,3565.000000
306.25,306.348229,2.898650,44280.648090,37.468611,-118.685833,3584.000000
306.375,306.393577,2.891504,43970.457506,37.467222,-118.682778,3561.000000
306.5,306.509898,2.865547,44004.211624,37.468056,-118.682500,3543.000000
306.625,306.626034,2.856504,44038.884780,37.468889,-118.682222,3538.000000
306.75,306.78744,2.855051,44130.630123,37.470278,-118.682222,3542.000000
306.875,306.889934,2.818944,44126.371770,37.470833,-118.681667,3514.000000
307,307.005437,2.771055,44159.987649,37.471667,-118.681389,3479.000000
307.125,307.127339,2.714002,44289.586162,37.473056,-118.681944,3442.000000
307.25,307.279463,2.720438,45056.958204,37.478056,-118.688056,3488.000000
307.375,307.386348,2.709256,44996.558518,37.478333,-118.686944,3476.000000
307.5,307.500171,2.675179,44877.472611,37.478333,-118.685278,3443.000000
307.625,307.626876,2.667734,44798.004850,37.478611,-118.683889,3433.000000
307.75,307.766203,2.641057,44756.303728,37.479167,-118.682778,3410.000000
307.875,307.994982,2.689924,44678.465602,37.480000,-118.680833,3444.000000
308,308.115624,2.742555,44660.214458,37.480556,-118.680000,3484.000000
308.125,308.178117,2.757857,44698.823286,37.481111,-118.680000,3498.000000
308.25,308.259917,2.745052,44716.892186,37.481667,-118.679722,3489.000000
308.375,308.39222,2.704133,44733.575915,37.482500,-118.679167,3458.000000
308.5,308.512891,2.645337,44711.324270,37.483056,-118.678333,3411.000000
308.625,308.63533,2.588087,45035.858840,37.485556,-118.680556,3383.000000
308.75,308.797226,2.585593,45074.088306,37.486667,-118.680000,3383.000000
308.875,308.87807,2.567842,45092.668464,37.487222,-118.679722,3370.000000
309,309.122715,2.570346,46132.860137,37.494444,-118.687500,3425.000000
309.125,309.248668,2.603757,46057.960601,37.494722,-118.686111,3448.000000
309.25,309.366201,2.636005,46040.923737,37.495278,-118.685278,3473.000000
309.375,309.42423,2.648432,45984.194905,37.495278,-118.684444,3480.000000
309.5,309.503211,2.640909,46003.871096,37.495833,-118.684167,3475.000000
309.625,309.744684,2.659744,45526.216343,37.494444,-118.678611,3465.000000
309.75,309.863793,2.694848,45510.135112,37.495000,-118.677778,3492.000000
309.875,309.913492,2.697311,45511.000276,37.495278,-118.677500,3494.000000
310,310.123072,2.717600,46516.691397,37.502222,-118.685000,3564.000000
310.125,310.17169,2.728606,46518.114316,37.502500,-118.684722,3573.000000
310.25,310.268921,2.719865,46519.703936,37.503056,-118.684167,3566.000000
310.375,310.37569,2.691363,46559.289253,37.503889,-118.683889,3545.000000
310.5,310.502514,2.656824,46483.738246,37.504167,-118.682500,3513.000000
310.625,310.639094,2.646775,46448.246450,37.504722,-118.681389,3503.000000
310.75,310.75615,2.637954,46431.780735,37.505278,-118.680556,3495.000000
310.875,310.883923,2.622936,46357.784309,37.505556,-118.679167,3479.000000
311,311.003031,2.573218,46243.764320,37.505556,-118.677500,3433.000000
311.125,311.140682,2.536985,46208.184560,37.506111,-118.676389,3402.000000
311.25,311.269672,2.483234,46133.350580,37.506389,-118.675000,3355.000000
311.375,311.385168,2.416335,46211.870881,37.507500,-118.675000,3305.000000
311.5,311.503045,2.361474,46194.889821,37.508056,-118.674167,3260.000000
311.625,311.632619,2.329721,46121.702382,37.508333,-118.672778,3231.000000
311.75,311.767706,2.269033,46182.761408,37.509444,-118.672500,3185.000000
311.875,311.877411,2.219936,46127.849996,37.509722,-118.671389,3143.000000
312,312.003889,2.141650,46149.923856,37.510556,-118.670833,3081.000000
312.125,312.142482,2.058978,46114.929728,37.511111,-118.669722,3013.000000
312.25,312.260803,2.001322,46099.406636,37.511667,-118.668889,2966.000000
312.375,312.387126,1.952850,46123.376611,37.512500,-118.668333,2928.000000
312.5,312.513308,1.895732,46147.324781,37.513333,-118.667778,2883.000000
312.625,312.639346,1.818823,46170.924494,37.514167,-118.667222,2822.000000
312.75,312.765242,1.758095,46195.315251,37.515000,-118.666667,2774.000000
312.875,312.890994,1.694943,46219.908342,37.515833,-118.666111,2724.000000
313,313.009222,1.642202,46206.071892,37.516389,-118.665278,2681.000000
313.125,313.127511,1.526195,46190.742908,37.516944,-118.664444,2587.000000
313.25,313.253043,1.419767,46215.068131,37.517778,-118.663889,2502.000000
313.375,313.497851,1.380297,48930.412745,37.535833,-118.684722,2553.000000
313.5,313.52415,1.379537,48951.541846,37.536111,-118.684722,2553.000000
313.625,313.629401,1.363776,48900.806717,37.536389,-118.683611,2538.000000
313.75,313.836295,1.348152,49475.319574,37.541111,-118.686944,2542.000000
313.875,313.901421,1.347492,49461.018836,37.541389,-118.686389,2541.000000
314,314.00596,1.342276,49411.160424,37.541667,-118.685278,2535.000000
314.125,314.130476,1.334176,49343.682787,37.541944,-118.683889,2526.000000
314.25,314.289124,1.334446,49202.220773,37.541944,-118.681667,2522.000000
314.375,314.388744,1.322362,49113.682404,37.541944,-118.680278,2509.000000
314.5,314.500294,1.294709,49103.158717,37.542500,-118.679444,2485.000000
314.625,314.640675,1.269675,48979.505283,37.542500,-118.677500,2460.000000
314.75,314.772733,1.256539,48952.273505,37.543056,-118.676389,2448.000000
314.875,314.906596,1.257460,49099.778365,37.544722,-118.676667,2453.000000
315,315.01827,1.228589,49090.122712,37.545278,-118.675833,2428.000000
315.125,315.135254,1.187948,49119.564312,37.546111,-118.675278,2394.000000
315.25,315.252092,1.115884,49148.508950,37.546944,-118.674722,2333.000000
315.375,315.389331,1.068366,48464.516456,37.543333,-118.668333,2275.000000
315.5,315.520393,1.054105,47703.153457,37.539167,-118.661389,2244.000000
315.625,315.737943,1.053726,47957.304368,37.541944,-118.661944,2250.000000
315.75,315.847607,1.057504,47910.618471,37.542222,-118.660833,2252.000000
315.875,315.894396,1.050186,47915.346270,37.542500,-118.660556,2246.000000
316,316.004308,1.032419,47868.459459,37.542778,-118.659444,2230.000000
316.125,316.199185,1.012342,47152.598505,37.539167,-118.652500,2196.000000
316.25,316.345311,1.009669,46993.939432,37.538889,-118.650278,2190.000000
316.375,316.392958,1.002203,46999.016543,37.539167,-118.650000,2184.000000
316.5,316.501493,0.993472,47553.892792,37.543333,-118.653611,2190.000000
316.625,316.634283,0.992847,47491.413625,37.543611,-118.652222,2188.000000
316.75,316.759226,0.964223,47350.061051,37.543333,-118.650278,2161.000000
316.875,316.927221,0.941508,45311.497488,37.530833,-118.633333,2096.000000
317,317.067205,0.944531,45249.925462,37.531111,-118.631944,2097.000000
317.125,317.24702,0.964470,46087.383057,37.537500,-118.637222,2132.000000
317.25,317.373705,0.984697,46161.431767,37.538611,-118.636944,2150.000000
317.375,317.48121,0.999492,46291.602651,37.540000,-118.637222,2165.000000
317.5,317.622406,1.008777,46270.566889,37.540556,-118.636111,2172.000000
317.625,317.744641,1.020113,46305.780766,37.541389,-118.635556,2182.000000
